At 1 training step | The loss is 10.982296 | Time taken for this step is 1.8193 seconds | Token per second: 9005.52 | Norm: 26.36 | lr: 0.000015
At 21 training step | The loss is 6.913527 | Time taken for this step is 0.2029 seconds | Token per second: 80741.76 | Norm: 1.36 | lr: 0.000315
At 22 training step | The loss is 6.736980 | Time taken for this step is 0.2228 seconds | Token per second: 73539.24 | Norm: 1.42 | lr: 0.000330
At 23 training step | The loss is 6.441955 | Time taken for this step is 0.2409 seconds | Token per second: 68008.18 | Norm: 1.24 | lr: 0.000345
At 24 training step | The loss is 6.434354 | Time taken for this step is 0.2502 seconds | Token per second: 65480.42 | Norm: 0.96 | lr: 0.000360
At 25 training step | The loss is 6.214566 | Time taken for this step is 0.2339 seconds | Token per second: 70055.72 | Norm: 1.01 | lr: 0.000375
At 26 training step | The loss is 6.248516 | Time taken for this step is 0.2430 seconds | Token per second: 67426.24 | Norm: 1.10 | lr: 0.000390
At 27 training step | The loss is 6.378943 | Time taken for this step is 0.2419 seconds | Token per second: 67733.28 | Norm: 2.32 | lr: 0.000405
At 28 training step | The loss is 6.376158 | Time taken for this step is 0.2337 seconds | Token per second: 70121.56 | Norm: 1.05 | lr: 0.000420
At 29 training step | The loss is 6.168497 | Time taken for this step is 0.2354 seconds | Token per second: 69596.81 | Norm: 0.76 | lr: 0.000435
At 30 training step | The loss is 6.141513 | Time taken for this step is 0.2395 seconds | Token per second: 68396.37 | Norm: 1.22 | lr: 0.000450
At 31 training step | The loss is 6.084385 | Time taken for this step is 0.2364 seconds | Token per second: 69292.53 | Norm: 1.21 | lr: 0.000465
At 32 training step | The loss is 6.063993 | Time taken for this step is 0.2292 seconds | Token per second: 71495.95 | Norm: 1.26 | lr: 0.000480
At 33 training step | The loss is 6.010221 | Time taken for this step is 0.2465 seconds | Token per second: 66469.87 | Norm: 2.47 | lr: 0.000495
At 34 training step | The loss is 6.091695 | Time taken for this step is 0.2297 seconds | Token per second: 71314.84 | Norm: 1.09 | lr: 0.000510
At 35 training step | The loss is 6.255061 | Time taken for this step is 0.1910 seconds | Token per second: 85792.53 | Norm: 1.82 | lr: 0.000525
At 36 training step | The loss is 6.202164 | Time taken for this step is 0.2211 seconds | Token per second: 74116.73 | Norm: 1.48 | lr: 0.000540
At 37 training step | The loss is 5.966568 | Time taken for this step is 0.2254 seconds | Token per second: 72704.10 | Norm: 1.04 | lr: 0.000555
At 38 training step | The loss is 6.126597 | Time taken for this step is 0.2409 seconds | Token per second: 67997.88 | Norm: 1.67 | lr: 0.000570
At 39 training step | The loss is 6.055364 | Time taken for this step is 0.2455 seconds | Token per second: 66739.84 | Norm: 2.33 | lr: 0.000585
At 40 training step | The loss is 5.953570 | Time taken for this step is 0.2426 seconds | Token per second: 67529.01 | Norm: 1.27 | lr: 0.000600
At 41 training step | The loss is 5.959572 | Time taken for this step is 0.2450 seconds | Token per second: 66883.98 | Norm: 1.48 | lr: 0.000600
At 42 training step | The loss is 6.050420 | Time taken for this step is 0.2396 seconds | Token per second: 68372.62 | Norm: 1.34 | lr: 0.000600
At 43 training step | The loss is 5.905258 | Time taken for this step is 0.2350 seconds | Token per second: 69722.29 | Norm: 1.33 | lr: 0.000600
At 44 training step | The loss is 5.877408 | Time taken for this step is 0.2499 seconds | Token per second: 65574.46 | Norm: 1.64 | lr: 0.000600
At 45 training step | The loss is 5.889699 | Time taken for this step is 0.2442 seconds | Token per second: 67102.11 | Norm: 2.14 | lr: 0.000600
At 46 training step | The loss is 5.744374 | Time taken for this step is 0.2359 seconds | Token per second: 69440.55 | Norm: 1.63 | lr: 0.000600
At 47 training step | The loss is 5.941433 | Time taken for this step is 0.2333 seconds | Token per second: 70230.99 | Norm: 3.02 | lr: 0.000600
At 48 training step | The loss is 6.119953 | Time taken for this step is 0.2415 seconds | Token per second: 67851.86 | Norm: 1.37 | lr: 0.000599
At 49 training step | The loss is 6.027448 | Time taken for this step is 0.2412 seconds | Token per second: 67915.90 | Norm: 1.27 | lr: 0.000599
At 50 training step | The loss is 5.839904 | Time taken for this step is 0.2382 seconds | Token per second: 68768.72 | Norm: 1.41 | lr: 0.000599
At 51 training step | The loss is 5.895631 | Time taken for this step is 0.2356 seconds | Token per second: 69527.38 | Norm: 1.98 | lr: 0.000599
At 52 training step | The loss is 5.748180 | Time taken for this step is 0.2515 seconds | Token per second: 65156.52 | Norm: 1.32 | lr: 0.000599
At 53 training step | The loss is 5.859571 | Time taken for this step is 0.2497 seconds | Token per second: 65607.64 | Norm: 2.08 | lr: 0.000599
At 54 training step | The loss is 5.705351 | Time taken for this step is 0.2341 seconds | Token per second: 69995.57 | Norm: 1.15 | lr: 0.000598
At 55 training step | The loss is 5.820880 | Time taken for this step is 0.2504 seconds | Token per second: 65441.14 | Norm: 2.03 | lr: 0.000598
At 56 training step | The loss is 6.009064 | Time taken for this step is 0.2297 seconds | Token per second: 71316.10 | Norm: 1.87 | lr: 0.000598
At 57 training step | The loss is 5.854327 | Time taken for this step is 0.2466 seconds | Token per second: 66434.59 | Norm: 1.20 | lr: 0.000597
At 58 training step | The loss is 5.665757 | Time taken for this step is 0.2583 seconds | Token per second: 63434.91 | Norm: 1.12 | lr: 0.000597
At 59 training step | The loss is 5.730564 | Time taken for this step is 0.2392 seconds | Token per second: 68494.61 | Norm: 1.38 | lr: 0.000597
At 60 training step | The loss is 5.776218 | Time taken for this step is 0.2489 seconds | Token per second: 65823.95 | Norm: 1.66 | lr: 0.000596
At 61 training step | The loss is 5.591278 | Time taken for this step is 0.2561 seconds | Token per second: 63968.53 | Norm: 1.21 | lr: 0.000596
At 62 training step | The loss is 5.723213 | Time taken for this step is 0.2515 seconds | Token per second: 65156.21 | Norm: 1.04 | lr: 0.000595
At 63 training step | The loss is 5.832984 | Time taken for this step is 0.2519 seconds | Token per second: 65041.63 | Norm: 1.37 | lr: 0.000595
At 64 training step | The loss is 5.614368 | Time taken for this step is 0.2447 seconds | Token per second: 66949.40 | Norm: 1.43 | lr: 0.000595
At 65 training step | The loss is 5.708982 | Time taken for this step is 0.2523 seconds | Token per second: 64947.89 | Norm: 1.01 | lr: 0.000594
At 66 training step | The loss is 5.577692 | Time taken for this step is 0.2430 seconds | Token per second: 67437.62 | Norm: 1.10 | lr: 0.000594
At 67 training step | The loss is 5.607388 | Time taken for this step is 0.2323 seconds | Token per second: 70522.16 | Norm: 1.13 | lr: 0.000593
At 68 training step | The loss is 5.816765 | Time taken for this step is 0.2356 seconds | Token per second: 69546.10 | Norm: 1.06 | lr: 0.000593
At 69 training step | The loss is 5.914237 | Time taken for this step is 0.2404 seconds | Token per second: 68142.38 | Norm: 1.08 | lr: 0.000592
At 70 training step | The loss is 5.690613 | Time taken for this step is 0.2422 seconds | Token per second: 67637.01 | Norm: 0.83 | lr: 0.000591
At 71 training step | The loss is 5.691790 | Time taken for this step is 0.2470 seconds | Token per second: 66320.27 | Norm: 1.43 | lr: 0.000591
At 72 training step | The loss is 5.645189 | Time taken for this step is 0.2459 seconds | Token per second: 66627.25 | Norm: 1.39 | lr: 0.000590
At 73 training step | The loss is 5.622955 | Time taken for this step is 0.2375 seconds | Token per second: 68970.88 | Norm: 1.35 | lr: 0.000590
At 74 training step | The loss is 5.582973 | Time taken for this step is 0.2388 seconds | Token per second: 68606.96 | Norm: 1.42 | lr: 0.000589
At 75 training step | The loss is 5.573375 | Time taken for this step is 0.2340 seconds | Token per second: 70014.89 | Norm: 1.18 | lr: 0.000588
At 76 training step | The loss is 5.781727 | Time taken for this step is 0.2377 seconds | Token per second: 68917.96 | Norm: 1.12 | lr: 0.000588
At 77 training step | The loss is 5.818847 | Time taken for this step is 0.2509 seconds | Token per second: 65310.53 | Norm: 1.22 | lr: 0.000587
At 78 training step | The loss is 5.551596 | Time taken for this step is 0.2538 seconds | Token per second: 64548.79 | Norm: 0.96 | lr: 0.000586
At 79 training step | The loss is 5.609378 | Time taken for this step is 0.2387 seconds | Token per second: 68644.45 | Norm: 1.17 | lr: 0.000585
At 80 training step | The loss is 5.535033 | Time taken for this step is 0.2472 seconds | Token per second: 66272.88 | Norm: 0.94 | lr: 0.000585
At 81 training step | The loss is 5.504521 | Time taken for this step is 0.2453 seconds | Token per second: 66792.97 | Norm: 1.11 | lr: 0.000584
At 82 training step | The loss is 5.334499 | Time taken for this step is 0.2300 seconds | Token per second: 71235.52 | Norm: 1.00 | lr: 0.000583
At 83 training step | The loss is 5.568062 | Time taken for this step is 0.2383 seconds | Token per second: 68752.34 | Norm: 0.87 | lr: 0.000582
At 84 training step | The loss is 5.505540 | Time taken for this step is 0.2457 seconds | Token per second: 66671.66 | Norm: 1.21 | lr: 0.000581
At 85 training step | The loss is 5.349110 | Time taken for this step is 0.2338 seconds | Token per second: 70062.15 | Norm: 0.94 | lr: 0.000580
At 86 training step | The loss is 5.447049 | Time taken for this step is 0.2464 seconds | Token per second: 66497.01 | Norm: 0.96 | lr: 0.000579
At 87 training step | The loss is 5.293359 | Time taken for this step is 0.2324 seconds | Token per second: 70492.07 | Norm: 1.60 | lr: 0.000579
At 88 training step | The loss is 5.426670 | Time taken for this step is 0.2312 seconds | Token per second: 70854.68 | Norm: 1.03 | lr: 0.000578
At 89 training step | The loss is 5.738007 | Time taken for this step is 0.2310 seconds | Token per second: 70938.80 | Norm: 1.38 | lr: 0.000577
At 90 training step | The loss is 5.641876 | Time taken for this step is 0.2335 seconds | Token per second: 70167.38 | Norm: 1.21 | lr: 0.000576
At 91 training step | The loss is 5.453721 | Time taken for this step is 0.2340 seconds | Token per second: 70003.05 | Norm: 1.27 | lr: 0.000575
At 92 training step | The loss is 5.537291 | Time taken for this step is 0.2438 seconds | Token per second: 67197.59 | Norm: 1.34 | lr: 0.000574
At 93 training step | The loss is 5.447654 | Time taken for this step is 0.2458 seconds | Token per second: 66663.90 | Norm: 1.25 | lr: 0.000573
At 94 training step | The loss is 5.479797 | Time taken for this step is 0.2456 seconds | Token per second: 66699.22 | Norm: 1.36 | lr: 0.000572
At 95 training step | The loss is 5.322906 | Time taken for this step is 0.2250 seconds | Token per second: 72824.45 | Norm: 1.23 | lr: 0.000571
At 96 training step | The loss is 5.510739 | Time taken for this step is 0.2328 seconds | Token per second: 70387.52 | Norm: 1.50 | lr: 0.000569
At 97 training step | The loss is 5.661663 | Time taken for this step is 0.2421 seconds | Token per second: 67681.91 | Norm: 1.48 | lr: 0.000568
At 98 training step | The loss is 5.487536 | Time taken for this step is 0.2278 seconds | Token per second: 71914.27 | Norm: 1.24 | lr: 0.000567
At 99 training step | The loss is 5.286235 | Time taken for this step is 0.2302 seconds | Token per second: 71186.52 | Norm: 1.19 | lr: 0.000566
At 100 training step | The loss is 5.386899 | Time taken for this step is 0.2303 seconds | Token per second: 71132.80 | Norm: 1.27 | lr: 0.000565
At 101 training step | The loss is 5.335145 | Time taken for this step is 0.2285 seconds | Token per second: 71703.26 | Norm: 1.29 | lr: 0.000564
At 102 training step | The loss is 5.195848 | Time taken for this step is 0.2311 seconds | Token per second: 70884.79 | Norm: 1.31 | lr: 0.000563
At 103 training step | The loss is 5.271010 | Time taken for this step is 0.2383 seconds | Token per second: 68739.41 | Norm: 1.53 | lr: 0.000561
At 104 training step | The loss is 5.400897 | Time taken for this step is 0.2418 seconds | Token per second: 67748.04 | Norm: 1.26 | lr: 0.000560
At 105 training step | The loss is 5.216643 | Time taken for this step is 0.2489 seconds | Token per second: 65820.79 | Norm: 1.61 | lr: 0.000559
At 106 training step | The loss is 5.247252 | Time taken for this step is 0.2366 seconds | Token per second: 69255.44 | Norm: 1.03 | lr: 0.000558
At 107 training step | The loss is 5.224782 | Time taken for this step is 0.2271 seconds | Token per second: 72137.34 | Norm: 1.37 | lr: 0.000556
At 108 training step | The loss is 5.167821 | Time taken for this step is 0.2358 seconds | Token per second: 69475.02 | Norm: 1.39 | lr: 0.000555
At 109 training step | The loss is 5.291795 | Time taken for this step is 0.2292 seconds | Token per second: 71469.55 | Norm: 1.45 | lr: 0.000554
At 110 training step | The loss is 5.527411 | Time taken for this step is 0.2351 seconds | Token per second: 69698.04 | Norm: 1.14 | lr: 0.000553
At 111 training step | The loss is 5.372891 | Time taken for this step is 0.2266 seconds | Token per second: 72302.50 | Norm: 0.96 | lr: 0.000551
At 112 training step | The loss is 5.299026 | Time taken for this step is 0.2369 seconds | Token per second: 69170.19 | Norm: 1.07 | lr: 0.000550
At 113 training step | The loss is 5.303233 | Time taken for this step is 0.2279 seconds | Token per second: 71905.54 | Norm: 1.07 | lr: 0.000548
At 114 training step | The loss is 5.187431 | Time taken for this step is 0.2371 seconds | Token per second: 69095.70 | Norm: 0.84 | lr: 0.000547
At 115 training step | The loss is 5.255157 | Time taken for this step is 0.2288 seconds | Token per second: 71623.08 | Norm: 1.07 | lr: 0.000546
At 116 training step | The loss is 5.181672 | Time taken for this step is 0.2373 seconds | Token per second: 69041.35 | Norm: 1.10 | lr: 0.000544
At 117 training step | The loss is 5.372631 | Time taken for this step is 0.2354 seconds | Token per second: 69590.89 | Norm: 1.28 | lr: 0.000543
At 118 training step | The loss is 5.492671 | Time taken for this step is 0.2363 seconds | Token per second: 69336.50 | Norm: 1.17 | lr: 0.000541
At 119 training step | The loss is 5.290879 | Time taken for this step is 0.2334 seconds | Token per second: 70209.03 | Norm: 1.09 | lr: 0.000540
At 120 training step | The loss is 5.168769 | Time taken for this step is 0.2414 seconds | Token per second: 67873.17 | Norm: 1.23 | lr: 0.000538
At 121 training step | The loss is 5.159971 | Time taken for this step is 0.2608 seconds | Token per second: 62812.81 | Norm: 1.30 | lr: 0.000537
At 122 training step | The loss is 5.183947 | Time taken for this step is 0.2285 seconds | Token per second: 71703.94 | Norm: 1.43 | lr: 0.000535
At 123 training step | The loss is 4.953715 | Time taken for this step is 0.2337 seconds | Token per second: 70116.12 | Norm: 1.21 | lr: 0.000534
At 124 training step | The loss is 5.278100 | Time taken for this step is 0.2385 seconds | Token per second: 68699.83 | Norm: 1.18 | lr: 0.000532
At 125 training step | The loss is 5.237991 | Time taken for this step is 0.2313 seconds | Token per second: 70848.40 | Norm: 1.00 | lr: 0.000531
At 126 training step | The loss is 4.996927 | Time taken for this step is 0.2291 seconds | Token per second: 71522.81 | Norm: 1.15 | lr: 0.000529
At 127 training step | The loss is 5.122571 | Time taken for this step is 0.2405 seconds | Token per second: 68129.95 | Norm: 1.43 | lr: 0.000527
At 128 training step | The loss is 5.008694 | Time taken for this step is 0.2504 seconds | Token per second: 65430.79 | Norm: 1.42 | lr: 0.000526
At 129 training step | The loss is 5.078722 | Time taken for this step is 0.2334 seconds | Token per second: 70192.25 | Norm: 1.19 | lr: 0.000524
At 130 training step | The loss is 5.293972 | Time taken for this step is 0.1805 seconds | Token per second: 90759.52 | Norm: 1.62 | lr: 0.000523
At 131 training step | The loss is 5.362314 | Time taken for this step is 0.2136 seconds | Token per second: 76710.74 | Norm: 1.64 | lr: 0.000521
At 132 training step | The loss is 5.121150 | Time taken for this step is 0.2302 seconds | Token per second: 71179.88 | Norm: 1.13 | lr: 0.000519
At 133 training step | The loss is 5.163617 | Time taken for this step is 0.2439 seconds | Token per second: 67188.19 | Norm: 1.24 | lr: 0.000518
At 134 training step | The loss is 5.144863 | Time taken for this step is 0.2328 seconds | Token per second: 70373.32 | Norm: 1.73 | lr: 0.000516
At 135 training step | The loss is 5.147552 | Time taken for this step is 0.2382 seconds | Token per second: 68795.98 | Norm: 1.07 | lr: 0.000514
At 136 training step | The loss is 5.046880 | Time taken for this step is 0.2259 seconds | Token per second: 72534.27 | Norm: 1.19 | lr: 0.000512
At 137 training step | The loss is 5.102854 | Time taken for this step is 0.2336 seconds | Token per second: 70149.69 | Norm: 1.43 | lr: 0.000511
At 138 training step | The loss is 5.332565 | Time taken for this step is 0.2292 seconds | Token per second: 71495.21 | Norm: 1.72 | lr: 0.000509
At 139 training step | The loss is 5.257770 | Time taken for this step is 0.2583 seconds | Token per second: 63438.71 | Norm: 1.58 | lr: 0.000507
At 140 training step | The loss is 5.013839 | Time taken for this step is 0.2317 seconds | Token per second: 70707.63 | Norm: 1.10 | lr: 0.000505
At 141 training step | The loss is 5.145921 | Time taken for this step is 0.2374 seconds | Token per second: 69015.41 | Norm: 2.15 | lr: 0.000504
At 142 training step | The loss is 5.063076 | Time taken for this step is 0.2317 seconds | Token per second: 70725.83 | Norm: 1.37 | lr: 0.000502
At 143 training step | The loss is 4.993982 | Time taken for this step is 0.2567 seconds | Token per second: 63837.50 | Norm: 1.44 | lr: 0.000500
At 144 training step | The loss is 4.938754 | Time taken for this step is 0.2233 seconds | Token per second: 73364.79 | Norm: 1.53 | lr: 0.000498
At 145 training step | The loss is 5.148912 | Time taken for this step is 0.2503 seconds | Token per second: 65463.52 | Norm: 1.19 | lr: 0.000496
At 146 training step | The loss is 5.030499 | Time taken for this step is 0.2516 seconds | Token per second: 65117.01 | Norm: 1.40 | lr: 0.000494
At 147 training step | The loss is 4.956948 | Time taken for this step is 0.2454 seconds | Token per second: 66768.24 | Norm: 1.19 | lr: 0.000492
At 148 training step | The loss is 5.000464 | Time taken for this step is 0.2456 seconds | Token per second: 66705.83 | Norm: 1.22 | lr: 0.000491
At 149 training step | The loss is 4.853602 | Time taken for this step is 0.2411 seconds | Token per second: 67948.40 | Norm: 1.22 | lr: 0.000489
At 150 training step | The loss is 4.977715 | Time taken for this step is 0.2555 seconds | Token per second: 64135.28 | Norm: 1.29 | lr: 0.000487
At 151 training step | The loss is 5.308547 | Time taken for this step is 0.2323 seconds | Token per second: 70514.93 | Norm: 1.31 | lr: 0.000485
At 152 training step | The loss is 5.164243 | Time taken for this step is 0.2436 seconds | Token per second: 67265.80 | Norm: 1.22 | lr: 0.000483
At 153 training step | The loss is 4.992619 | Time taken for this step is 0.2520 seconds | Token per second: 65009.02 | Norm: 1.00 | lr: 0.000481
At 154 training step | The loss is 5.032559 | Time taken for this step is 0.2313 seconds | Token per second: 70841.53 | Norm: 1.23 | lr: 0.000479
At 155 training step | The loss is 4.987125 | Time taken for this step is 0.2225 seconds | Token per second: 73637.43 | Norm: 1.01 | lr: 0.000477
At 156 training step | The loss is 5.002228 | Time taken for this step is 0.1982 seconds | Token per second: 82683.57 | Norm: 1.02 | lr: 0.000475
At 157 training step | The loss is 4.865491 | Time taken for this step is 0.2277 seconds | Token per second: 71954.18 | Norm: 1.10 | lr: 0.000473
At 158 training step | The loss is 5.090662 | Time taken for this step is 0.2450 seconds | Token per second: 66876.04 | Norm: 1.12 | lr: 0.000471
At 159 training step | The loss is 5.240154 | Time taken for this step is 0.2410 seconds | Token per second: 67977.57 | Norm: 1.09 | lr: 0.000469
At 160 training step | The loss is 5.071602 | Time taken for this step is 0.2345 seconds | Token per second: 69864.41 | Norm: 1.06 | lr: 0.000467
At 161 training step | The loss is 4.921668 | Time taken for this step is 0.2413 seconds | Token per second: 67912.61 | Norm: 1.13 | lr: 0.000465
At 162 training step | The loss is 4.910621 | Time taken for this step is 0.2360 seconds | Token per second: 69428.20 | Norm: 1.71 | lr: 0.000463
At 163 training step | The loss is 4.978592 | Time taken for this step is 0.2346 seconds | Token per second: 69842.97 | Norm: 1.37 | lr: 0.000461
At 164 training step | The loss is 4.852672 | Time taken for this step is 0.2252 seconds | Token per second: 72766.76 | Norm: 1.29 | lr: 0.000459
At 165 training step | The loss is 4.924602 | Time taken for this step is 0.2334 seconds | Token per second: 70184.79 | Norm: 1.38 | lr: 0.000457
At 166 training step | The loss is 5.074935 | Time taken for this step is 0.2369 seconds | Token per second: 69152.72 | Norm: 1.31 | lr: 0.000455
At 167 training step | The loss is 4.781991 | Time taken for this step is 0.2324 seconds | Token per second: 70492.00 | Norm: 1.30 | lr: 0.000453
At 168 training step | The loss is 4.951810 | Time taken for this step is 0.2362 seconds | Token per second: 69376.75 | Norm: 1.11 | lr: 0.000450
At 169 training step | The loss is 4.821620 | Time taken for this step is 0.2363 seconds | Token per second: 69346.51 | Norm: 1.31 | lr: 0.000448
At 170 training step | The loss is 4.720501 | Time taken for this step is 0.2453 seconds | Token per second: 66786.93 | Norm: 1.15 | lr: 0.000446
At 171 training step | The loss is 4.938303 | Time taken for this step is 0.2399 seconds | Token per second: 68289.05 | Norm: 1.24 | lr: 0.000444
At 172 training step | The loss is 5.142383 | Time taken for this step is 0.2363 seconds | Token per second: 69321.04 | Norm: 1.26 | lr: 0.000442
At 173 training step | The loss is 4.928887 | Time taken for this step is 0.2311 seconds | Token per second: 70901.69 | Norm: 1.21 | lr: 0.000440
At 174 training step | The loss is 4.916342 | Time taken for this step is 0.2298 seconds | Token per second: 71281.70 | Norm: 1.00 | lr: 0.000438
At 175 training step | The loss is 4.858816 | Time taken for this step is 0.2421 seconds | Token per second: 67669.12 | Norm: 1.25 | lr: 0.000435
At 176 training step | The loss is 4.856730 | Time taken for this step is 0.2472 seconds | Token per second: 66275.25 | Norm: 1.32 | lr: 0.000433
At 177 training step | The loss is 4.884682 | Time taken for this step is 0.2440 seconds | Token per second: 67159.63 | Norm: 1.11 | lr: 0.000431
At 178 training step | The loss is 4.794491 | Time taken for this step is 0.2381 seconds | Token per second: 68820.44 | Norm: 1.00 | lr: 0.000429
At 179 training step | The loss is 5.024634 | Time taken for this step is 0.2334 seconds | Token per second: 70206.45 | Norm: 1.28 | lr: 0.000427
At 180 training step | The loss is 5.114755 | Time taken for this step is 0.2326 seconds | Token per second: 70436.87 | Norm: 1.15 | lr: 0.000425
At 181 training step | The loss is 4.919640 | Time taken for this step is 0.2315 seconds | Token per second: 70787.68 | Norm: 1.21 | lr: 0.000422
At 182 training step | The loss is 4.851898 | Time taken for this step is 0.2325 seconds | Token per second: 70477.68 | Norm: 1.37 | lr: 0.000420
At 183 training step | The loss is 4.828874 | Time taken for this step is 0.2539 seconds | Token per second: 64539.27 | Norm: 1.22 | lr: 0.000418
At 184 training step | The loss is 4.822218 | Time taken for this step is 0.2427 seconds | Token per second: 67509.70 | Norm: 1.37 | lr: 0.000416
At 185 training step | The loss is 4.634515 | Time taken for this step is 0.2394 seconds | Token per second: 68427.02 | Norm: 1.34 | lr: 0.000413
At 186 training step | The loss is 4.988568 | Time taken for this step is 0.2447 seconds | Token per second: 66950.51 | Norm: 1.33 | lr: 0.000411
At 187 training step | The loss is 4.896807 | Time taken for this step is 0.2290 seconds | Token per second: 71549.70 | Norm: 1.25 | lr: 0.000409
At 188 training step | The loss is 4.654321 | Time taken for this step is 0.2366 seconds | Token per second: 69257.96 | Norm: 1.29 | lr: 0.000407
At 189 training step | The loss is 4.801042 | Time taken for this step is 0.2328 seconds | Token per second: 70382.04 | Norm: 1.57 | lr: 0.000404
At 190 training step | The loss is 4.675594 | Time taken for this step is 0.2266 seconds | Token per second: 72311.78 | Norm: 1.34 | lr: 0.000402
At 191 training step | The loss is 4.736138 | Time taken for this step is 0.2303 seconds | Token per second: 71150.33 | Norm: 1.37 | lr: 0.000400
At 192 training step | The loss is 4.983505 | Time taken for this step is 0.2319 seconds | Token per second: 70648.53 | Norm: 1.41 | lr: 0.000398
At 193 training step | The loss is 4.985857 | Time taken for this step is 0.2316 seconds | Token per second: 70739.00 | Norm: 1.37 | lr: 0.000395
At 194 training step | The loss is 4.735218 | Time taken for this step is 0.2331 seconds | Token per second: 70298.23 | Norm: 1.09 | lr: 0.000393
At 195 training step | The loss is 4.800599 | Time taken for this step is 0.2377 seconds | Token per second: 68914.30 | Norm: 1.17 | lr: 0.000391
At 196 training step | The loss is 4.838828 | Time taken for this step is 0.2247 seconds | Token per second: 72917.64 | Norm: 1.28 | lr: 0.000388
At 197 training step | The loss is 4.807562 | Time taken for this step is 0.2289 seconds | Token per second: 71564.82 | Norm: 1.21 | lr: 0.000386
At 198 training step | The loss is 4.728024 | Time taken for this step is 0.2358 seconds | Token per second: 69478.39 | Norm: 1.27 | lr: 0.000384
At 199 training step | The loss is 4.770044 | Time taken for this step is 0.2323 seconds | Token per second: 70526.00 | Norm: 0.86 | lr: 0.000382
At 200 training step | The loss is 4.998277 | Time taken for this step is 0.2363 seconds | Token per second: 69341.75 | Norm: 1.56 | lr: 0.000379
At 201 training step | The loss is 4.955638 | Time taken for this step is 0.2374 seconds | Token per second: 69009.11 | Norm: 1.41 | lr: 0.000377
At 202 training step | The loss is 4.701787 | Time taken for this step is 0.2377 seconds | Token per second: 68926.88 | Norm: 1.72 | lr: 0.000375
At 203 training step | The loss is 4.769729 | Time taken for this step is 0.2352 seconds | Token per second: 69656.85 | Norm: 1.69 | lr: 0.000372
At 204 training step | The loss is 4.763249 | Time taken for this step is 0.2300 seconds | Token per second: 71246.37 | Norm: 1.72 | lr: 0.000370
At 205 training step | The loss is 4.682264 | Time taken for this step is 0.2427 seconds | Token per second: 67513.55 | Norm: 2.03 | lr: 0.000368
At 206 training step | The loss is 4.672681 | Time taken for this step is 0.2345 seconds | Token per second: 69873.15 | Norm: 1.18 | lr: 0.000365
At 207 training step | The loss is 4.799060 | Time taken for this step is 0.2526 seconds | Token per second: 64850.80 | Norm: 1.24 | lr: 0.000363
